Center image ,Left image,Right image,Steering,trottle,Break,Speed
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_482.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_482.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_482.jpg,0,1,0,30.18862
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_550.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_550.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_550.jpg,0,1,0,30.18994
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_617.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_617.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_617.jpg,0,1,0,30.1883
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_689.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_689.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_689.jpg,0,1,0,30.19066
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_758.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_758.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_758.jpg,0,1,0,30.19051
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_828.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_828.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_828.jpg,0,1,0,30.1904
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_902.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_902.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_902.jpg,0,1,0,30.19035
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_08_59_970.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_08_59_970.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_08_59_970.jpg,-0.2,1,0,30.17963
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_043.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_043.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_043.jpg,-0.35,1,0,30.16307
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_112.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_112.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_112.jpg,-0.2735514,1,0,30.18485
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_187.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_187.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_187.jpg,-0.04876219,1,0,30.19004
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_259.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_259.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_259.jpg,0,1,0,30.18866
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_333.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_333.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_333.jpg,0,1,0,30.19058
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_406.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_406.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_406.jpg,0,1,0,30.19088
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_478.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_478.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_478.jpg,0,1,0,30.19061
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_550.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_550.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_550.jpg,-0.1,1,0,30.18794
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_621.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_621.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_621.jpg,-0.25,1,0,30.1753
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_689.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_689.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_689.jpg,-0.45,1,0,30.15188
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_763.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_763.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_763.jpg,-0.5639835,1,0,30.13619
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_833.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_833.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_833.jpg,-0.3285189,1,0,30.19091
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_902.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_902.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_902.jpg,-0.149688,1,0,30.19393
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_00_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_00_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_00_972.jpg,0,1,0,30.18601
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_044.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_044.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_044.jpg,0,1,0,30.18973
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_115.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_115.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_115.jpg,0,1,0,30.19011
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_187.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_187.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_187.jpg,0,1,0,30.18987
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_258.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_258.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_258.jpg,0,1,0,30.18997
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_331.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_331.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_331.jpg,0,1,0,30.18997
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_406.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_406.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_406.jpg,0,1,0,30.19065
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_479.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_479.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_479.jpg,0,1,0,30.19035
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_552.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_552.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_552.jpg,0,1,0,30.19021
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_623.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_623.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_623.jpg,0,1,0,30.19141
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_698.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_698.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_698.jpg,0,1,0,30.19052
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_771.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_771.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_771.jpg,0,1,0,30.19037
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_845.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_845.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_845.jpg,0,1,0,30.19037
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_921.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_921.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_921.jpg,-0.05,1,0,30.18969
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_01_995.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_01_995.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_01_995.jpg,-0.25,1,0,30.17438
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_072.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_072.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_072.jpg,-0.3080808,1,0,30.17476
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_148.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_148.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_148.jpg,-0.07964558,1,0,30.1915
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_215.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_215.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_215.jpg,0,1,0,30.18862
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_292.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_292.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_292.jpg,0,1,0,30.1906
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_359.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_359.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_359.jpg,0,1,0,30.19047
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_435.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_435.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_435.jpg,0,1,0,30.19038
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_511.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_511.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_511.jpg,0,1,0,30.19038
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_577.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_577.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_577.jpg,0,1,0,30.19038
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_645.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_645.jpg,0,1,0,30.19037
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_717.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_717.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_717.jpg,0,1,0,30.18897
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_791.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_791.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_791.jpg,-0.2,1,0,30.18126
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_858.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_858.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_858.jpg,-0.35,1,0,30.16267
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_02_929.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_02_929.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_02_929.jpg,-0.1489508,1,0,30.18912
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_000.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_000.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_000.jpg,0,1,0,30.18851
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_072.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_072.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_072.jpg,0,1,0,30.18947
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_142.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_142.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_142.jpg,0,1,0,30.19005
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_213.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_213.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_213.jpg,0,1,0,30.1903
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_284.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_284.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_284.jpg,0,1,0,30.19028
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_353.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_353.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_353.jpg,0,1,0,30.1903
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_423.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_423.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_423.jpg,-0.1,1,0,30.18802
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_493.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_493.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_493.jpg,-0.3,1,0,30.16947
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_566.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_566.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_566.jpg,-0.5000001,1,0,30.14549
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_638.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_638.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_638.jpg,-0.3598714,1,0,30.18249
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_713.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_713.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_713.jpg,-0.1022553,1,0,30.19208
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_790.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_790.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_790.jpg,0,1,0,30.18821
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_863.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_863.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_863.jpg,0,1,0,30.18929
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_03_940.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_03_940.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_03_940.jpg,0,1,0,30.18995
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_016.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_016.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_016.jpg,0,1,0,30.1896
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_092.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_092.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_092.jpg,0,1,0,30.18978
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_165.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_165.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_165.jpg,0,1,0,30.1897
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_240.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_240.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_240.jpg,0,1,0,30.19007
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_314.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_314.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_314.jpg,0,1,0,30.19003
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_390.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_390.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_390.jpg,0,1,0,30.18934
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_464.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_464.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_464.jpg,0,1,0,30.19032
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_537.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_537.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_537.jpg,0,1,0,30.19012
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_613.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_613.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_613.jpg,0.1,1,0,30.18769
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_681.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_681.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_681.jpg,0.25,1,0,30.17509
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_755.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_755.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_755.jpg,0.1675849,1,0,30.18809
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_829.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_829.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_829.jpg,0,1,0,30.18852
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_901.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_901.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_901.jpg,0,1,0,30.18988
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_04_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_04_972.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_04_972.jpg,0,1,0,30.19076
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_041.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_041.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_041.jpg,0,1,0,30.19059
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_113.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_113.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_113.jpg,0,1,0,30.19052
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_183.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_183.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_183.jpg,0,1,0,30.19113
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_253.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_253.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_253.jpg,0,1,0,30.19075
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_322.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_322.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_322.jpg,0,1,0,30.19068
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_392.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_392.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_392.jpg,0,1,0,30.19068
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_461.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_461.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_461.jpg,0,1,0,30.19065
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_532.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_532.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_532.jpg,-0.15,1,0,30.18433
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_599.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_599.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_599.jpg,-0.3,1,0,30.16914
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_671.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_671.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_671.jpg,-0.3199172,1,0,30.17698
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_746.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_746.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_746.jpg,-0.09665129,1,0,30.19252
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_816.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_816.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_816.jpg,0,1,0,30.18795
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_885.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_885.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_885.jpg,0,1,0,30.1899
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_05_954.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_05_954.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_05_954.jpg,0,1,0,30.18954
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_06_021.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_06_021.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_06_021.jpg,0,1,0,30.19047
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_06_093.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_06_093.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_06_093.jpg,0,1,0,30.19057
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_06_160.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_06_160.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_06_160.jpg,0,1,0,30.19024
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_06_232.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_06_232.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_06_232.jpg,0,1,0,30.19028
C:\Users\Manjunath\Desktop\data\IMG\center_2018_04_15_09_09_06_299.jpg,C:\Users\Manjunath\Desktop\data\IMG\left_2018_04_15_09_09_06_299.jpg,C:\Users\Manjunath\Desktop\data\IMG\right_2018_04_15_09_09_06_299.jpg,0,1,0,30.1904
